cod_municipio;y_proporcao_esgoto;x1_alfabetizacao;x2_densidade;x3_agua;x4_lixo;x5_metropolitana
3519204;0,846460176991150;0,9344;19,04;0,859734513274336;0,894690265486726;0
3519253;0,644891122278057;0,9362;19,96;0,663316582914573;0,715242881072027;0
3519303;0,982239451857194;0,9508;110,59;0,984132708258204;0,996303642264695;0
3519402;0,950499545867393;0,9498;42,99;0,930517711171662;0,975022706630336;0
3519501;0,945900957136912;0,9468;27,98;0,934248855597170;0,965875988347898;0
3519600;0,970827893575834;0,9649;87,08;0,965965875838473;0,991311394228605;0
3519709;0,291135397692775;0,9395;71,45;0,487515179113540;0,935185185185185;0
3519808;0,940632228218967;0,9480;21,58;0,900154202004626;0,976484194294526;0
3519907;0,880730782488797;0,9526;12,81;0,892450879007239;0,956911409858669;0
3520004;0,978762358110582;0,9412;236,39;0,986085682900037;0,989015012815818;0
3520103;0,976767779243177;0,9493;55,97;0,956071827127929;0,985999797098509;0
3520202;0,398624554253693;0,9282;36,20;0,659449821701477;0,958481915435558;0
3520301;0,644952943347481;0,9421;14,71;0,749492526296365;0,900258350249123;0
3520400;0,624390243902439;0,9671;100,85;0,840283241542093;0,990007867820614;0
3520426;0,473373906428300;0,9584;68,27;0,933244579688094;0,996766831494865;0
3520442;0,876442704039571;0,9665;39,15;0,946001648804617;0,953730420445177;0
3520509;0,960374218999658;0,9791;820,90;0,963768195792791;0,998787865431024;0
3520608;0,873371547681084;0,9547;39,35;0,864512767066180;0,967691505992704;0
3520707;0,800240673886883;0,9158;14,43;0,823706377858002;0,957280385078219;0
3520806;0,936170212765957;0,9411;41,49;0,925531914893617;0,988601823708207;0
3520905;0,959263050153531;0,9544;65,43;0,922824974411464;0,983418628454452;0
3521002;0,672418189545261;0,9585;214,10;0,862558436039099;0,990055248618785;0
3521101;0,843645484949833;0,9556;35,95;0,923076923076923;0,979515050167224;0
3521150;0,680572597137014;0,9598;49,70;0,658895705521472;0,952965235173824;0
3521200;0,563399588759424;0,9330;3,51;0,568882796435915;0,806716929403701;0
3521309;0,980520696759693;0,9476;30,99;0,976025472935007;0,983517512642817;0
3521408;0,995890229351717;0,9720;190,82;0,994962216624685;0,997878828052499;0
